Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Blues,2.0,1991.6862578204,293662.848745758,Education,,Yes,442.332994354936,Yes,Female,,0.992105816723779,0.596508011221886,2.0208041020669,8.91154051059857,0.38911719340830997,7.03399576246738,7477.0,33.8292932370678,217.207407555196,4857.74475865975,32390.0539528537,Yes,195658.47789500398,14.7379580524303,337.10044248363,86.43546511884779,441431.023151565,100.0,45_and_up,3.0,402.628671548304,13.0,Foot_or_bicycle,Hightech,325.817410626268,0.0,Yes
Purples,10.0,165.484119921093,20429.527347144598,Financial,55.1613733070309,,,Yes,Female,By_16:00,0.0904961817432195,0.527387022972107,9.562396688852461,2.39169123582542,5.581483161076901,1.43611280014738,9938.0,14.9904267163947,423.99842307320296,4551.58979939521,52670.3311763912,No,137166.007633542,20.5912219907708,155.899513317529,41.6184715460986,3107.9384784246504,60.0,Below_30,1.0,689.3812344290669,9.0,Motorcycle_or_truck,Industry_or_other,541.4934482613929,0.0,No
Greens,1.0,96.9975795561051,9036.271814565991,Education,32.3325265187017,No,279.479298017099,Yes,Female,By_16:00,0.476716510253027,0.3735823919996621,4.762973831966519,4.67558235861361,0.877718725241721,8.00222379621118,4748.0,85.5188920162618,538.395221246749,3871.5834226644897,63458.252007036106,No,78108.6780201306,23.203345044341102,,70.9368315292522,1087.72479760125,100.0,30-45,,852.4055037282519,16.0,Motorcycle_or_truck,Industry_or_other,679.803749608935,0.0,Yes
Purples,,,25977.023393876898,Healthcare,56.287354073899,No,461.507274969293,Yes,Female,After_16:00,0.95002984511666,0.8978757476434108,3.34882325259969,3.027022278402,1.9937379285693202,0.276711981277913,3739.0,10.579955182038198,534.5145106711519,5684.101771035239,61809.6688932319,No,212988.96484958302,23.119569863454497,53.2899417122689,54.8786443425342,3234.55358271438,80.0,45_and_up,2.0,770.75475155883,10.0,Public_or_other,Public_Sector,487.081928915727,1.0,No
Purples,5.0,76.1731719919318,10459.229060639,Healthcare,25.391057330643896,No,411.925699841415,Yes,Male,By_16:00,0.38401270029135,0.613298910204321,0.0366319506429136,4.529348018113519,9.093191472347831,5.02941542072222,4306.0,31.0700635192916,488.428395849864,5096.113790113879,56949.7970251771,No,,22.1004161917794,92.9227685937121,65.9814127255231,680.096849698691,,45_and_up,1.0,717.1430927682339,13.0,Public_or_other,Public_Sector,472.729933038429,0.0,Yes
Greys,10.0,427.208354252019,76395.15912193901,Military,142.40278475067302,No,536.472367838144,No,Male,By_16:00,0.656613791128621,0.8530720944982021,2.14757370296866,0.376983345486224,3.23673947481439,8.81729988614097,4726.0,74.7793294722214,449.844553807412,6264.41278599626,54718.550450095594,Maybe,287802.601453865,21.209539217234603,102.91513847553499,58.1922614248469,20430.955889497098,30.0,Below_30,3.0,667.441158955141,6.0,Motorcycle_or_truck,Industry_or_other,417.867647489312,0.0,No
Purples,8.0,44.4696933809507,7385.07867147378,Environment,14.8232311269836,No,498.209776816493,Yes,Male,After_16:00,0.842587227467448,0.03330541215837,5.51915103103966,4.85747291473672,7.033252227120099,2.79994532931596,3517.0,77.8045956743881,375.86516063368896,5733.82808943231,49163.8880499582,No,248212.98171554,19.3872422132105,129.844556836504,3.09965803753585,244.55141217095797,90.0,30-45,2.0,619.080252542897,13.0,Foot_or_bicycle,Industry_or_other,461.961260581854,0.0,No
Pinks,2.0,476.442201944263,115097.690054817,Healthcare,158.814067314754,No,724.7323363786411,No,Male,After_16:00,0.531403878703713,0.797526283189654,5.01806428190321,4.7875562682747805,6.40461121685803,1.1528062378056299,6098.0,44.247056380845606,649.525319091155,8546.374001968721,75291.616352003,No,525236.959392843,25.485786609229002,270.772804837565,9.56438940484077,25390.722044370097,80.0,45_and_up,2.0,896.3751753041141,7.0,Public_or_other,Hightech,478.65830896842004,0.0,No
Browns,4.0,703.498683508004,77507.5456815136,Financial,234.49956116933498,No,330.523201386908,Yes,Male,After_16:00,0.953502504853532,0.738133584614843,5.47875753603876,4.5741531508974695,1.70451682526618,0.0783372111618519,3619.0,0.484451022930443,372.622066048228,4050.4761459655397,44549.6569613995,No,109245.586655051,19.3034210970032,235.89468471765,42.5114071462303,55234.5437497799,60.0,45_and_up,1.0,566.6947285813089,5.0,Public_or_other,Industry_or_other,396.56509799842695,2.0,Yes
Greys,8.0,635.905115102363,111437.866119317,Foreign_Affairs,211.968371700788,No,525.728745402744,No,Female,After_16:00,0.39285932597704204,0.702645150944591,3.68093084311113,6.90307748038322,7.908906894735991,5.6414572102949,4813.0,40.3878378216177,434.399038672044,,53798.4868971026,Maybe,276390.713742743,20.842241690184,92.8555520691163,36.40789645724001,45152.558973184,40.0,45_and_up,2.0,663.29668611669,7.0,Car,Hightech,439.529353543152,0.0,No
Purples,4.0,52.937566487451896,8008.747004289849,Education,17.6458554958173,No,453.859944970547,Yes,Male,By_16:00,0.896854396909475,0.0913244641851634,3.2410680991597496,3.1273582880385202,0.519760977476835,2.75870468700305,4440.0,52.7909149648622,390.940225324905,5320.47990035528,51574.6766020771,No,205988.849648668,19.772208407886698,127.450222959135,63.3149005239829,339.02207167508203,100.0,30-45,0.0,670.793925802196,16.0,Car,Public_Sector,547.123457025453,1.0,No
Browns,2.0,955.498387689342,155305.631774591,Environment,318.49946256311404,No,487.61662115462997,Yes,Female,By_16:00,0.17453973856754598,0.447924269596115,0.38736940128728703,2.11232441244647,6.188383302651349,0.0916160899214447,4900.0,35.5294103501365,459.730490069942,5795.627191686179,56083.646295599996,No,237769.96922625802,21.441326686330303,47.09897764663611,97.00624069664629,101770.407115556,90.0,30-45,3.0,701.991375577887,9.0,Car,Industry_or_other,478.944544798953,0.0,No
Greens,3.0,416.70126951498804,41179.8767779934,Social,138.900423171663,No,296.470491865244,Yes,Male,By_16:00,0.10081974347122001,0.632578376214951,9.64873361634091,0.24864870123565197,8.894726906437429,8.95793657517061,4978.0,89.908305904828,498.80056370153295,3962.3060460555103,60517.364711885704,No,87894.75254682,22.333843460128698,269.797028601677,4.658991191536191,19442.2279804386,70.0,30-45,2.0,817.118018562554,12.0,Public_or_other,Public_Sector,677.100924089301,0.0,Yes
Browns,6.0,448.97251839231797,51452.0891993243,Education,149.657506130773,No,343.79892148118995,Yes,Male,By_16:00,0.36428620200604206,0.113724290160462,8.22022396372631,8.355083153583111,8.8003151374869,8.207201894838361,3795.0,0.9902196936309341,419.09316232082,4276.17553945354,49212.1991115277,No,118197.69841163,20.471765002579,190.13872550016103,,22557.026647413102,100.0,45_and_up,0.0,625.480356947332,10.0,Motorcycle_or_truck,Hightech,427.83323742095,1.0,Yes
Greens,8.0,395.32185227307605,34048.406410088995,Financial,131.773950757692,No,258.384955556943,Yes,Female,By_16:00,0.0733610603492707,0.17681837221607602,6.94117001490667,4.83129865257069,3.22759079746902,2.90921130217612,6380.0,83.6856568465009,478.061165751978,,56581.379520675095,No,66762.7852581633,21.8646098925176,264.858412704602,21.163553697988398,17506.1480490483,60.0,45_and_up,1.0,759.222718994406,10.0,Car,Student_or_Unemployed,606.258348523863,1.0,Yes
Greys,9.0,587.3125040375351,87580.0402912647,Foreign_Affairs,195.77083467917802,No,447.35999841236605,Yes,Male,By_16:00,0.984861549455673,0.0556492817122489,4.800120277795941,9.41563930595294,0.6752157607115811,9.20301814563572,3389.0,81.615424901247,516.253174681981,5506.106333487621,59156.8235461377,Maybe,200130.96817951198,22.721205396764997,77.3432283537749,91.46117754280571,38531.9905456613,40.0,45_and_up,2.0,,9.0,Car,Industry_or_other,445.71519993778196,4.0,No
Browns,,734.6877495774229,118661.11673102199,Healthcare,244.895916525808,No,484.536934769662,Yes,Female,By_16:00,0.526158903026953,0.151663584401831,3.62891633063555,6.783886656630781,6.64039263734594,8.29437849111855,5112.0,39.8299669381231,436.640838562737,5718.651024822099,53978.2139520315,No,234776.04115598,20.8959526837791,71.7910998871466,76.9717641174793,60228.9058475412,80.0,45_and_up,2.0,676.426512877522,7.0,Motorcycle_or_truck,Student_or_Unemployed,469.992129388186,0.0,No
Browns,6.0,443.479549307415,45501.554369640304,Environment,147.826516435805,No,307.803738237989,Yes,Female,After_16:00,0.558954328997061,0.8913232227787379,7.308996706269681,1.47104017669335,8.74167396686971,0.9899465483613309,4121.0,41.5790876140818,390.33073799009696,3858.6988583600896,45090.2857893679,No,94743.1412732806,19.756789668114,254.01738240691003,10.844899318181,22010.5054779811,90.0,30-45,2.0,569.712020626067,9.0,Car,Student_or_Unemployed,375.267965222361,2.0,Yes
Oranges,7.0,,28793.915357361202,Other,68.8387157369988,No,,Yes,Female,After_16:00,0.946595428744331,0.6762018431909379,8.96248240489513,8.467417624779051,2.0708738383837,6.75605193711817,6726.0,38.9344332972541,412.65816322945096,5008.12465591256,48328.154490924295,Maybe,174958.855209469,20.3139893479703,186.637866194378,47.4630760028958,4817.60750005633,50.0,45_and_up,3.0,591.584066559673,9.0,Motorcycle_or_truck,Public_Sector,356.727272717261,2.0,No
Purples,1.0,18.5586425908084,2241.6630597993803,Education,6.186214196936129,No,362.364281034694,Yes,Male,By_16:00,0.999707484152168,0.904672678327188,1.04785590432584,6.728963581845161,4.55044456059113,9.37561492668465,9387.0,76.7614654731005,341.866597769694,4307.37600588632,45150.7137227691,No,131307.87216979,18.489634873888,209.731850913817,55.949387839063995,54.455460287310295,100.0,Below_30,1.0,596.98578182671,13.0,Car,Student_or_Unemployed,506.13883146103205,0.0,Yes
Reds,5.0,86.1085897098037,11557.5735672474,Foreign_Affairs,28.7028632366012,No,402.66274036764,Yes,Female,By_16:00,0.35828185966238396,0.328739670338109,7.421990102157,0.7188787683844571,1.8767260573804398,0.37306309910491103,5942.0,86.5318639669567,421.761551484604,4870.15050664561,51833.0941605976,Maybe,162137.282480377,20.536834018041898,125.36701840312901,43.713862425647704,862.557221215636,40.0,45_and_up,3.0,664.349571581155,9.0,Car,Student_or_Unemployed,488.995802416495,3.0,No
Browns,6.0,707.212695422361,72139.3958161417,Financial,235.737565140787,No,306.015699165547,Yes,Male,After_16:00,0.241350851487368,0.6123371918220071,0.8418328105472029,2.76998962042853,2.5209963251836602,2.34454970574006,3062.0,30.447372887283603,371.154279138617,3802.46554993271,44077.3382812489,No,93645.60813577869,19.265364754881197,253.73583639267397,27.590669272467498,55817.9371836476,60.0,Below_30,1.0,564.264966018381,5.0,Public_or_other,Student_or_Unemployed,399.249089754141,2.0,No
Browns,4.0,835.53353050403,79451.1381199641,Social,278.51117683467703,No,285.270914521057,Yes,Male,After_16:00,0.5056034491863101,0.744869645684958,9.04444406041875,6.34951445274055,,7.84172938205302,3494.0,0.794196035712957,404.14459334695505,3660.99833190448,46791.5658375405,No,81379.4946716804,20.1033478144053,249.09151826779302,87.3387675732374,77856.9867986712,70.0,45_and_up,2.0,601.178808571456,6.0,Car,Hightech,417.84316621418,1.0,Yes
Purples,10.0,382.44679210132796,45300.722787248,Environment,127.48226403377599,No,355.34921763897796,Yes,Female,After_16:00,0.316539082443342,0.9671062303241341,5.0929062254726905,3.59749042196199,7.90732725523412,1.23608290916309,4064.0,95.8883131388575,392.140237540385,4337.77265147055,49151.4424929729,No,126273.066476634,19.8025310892417,180.736868673711,91.8323489837348,16389.2099072111,90.0,Below_30,0.0,643.663022286755,14.0,Motorcycle_or_truck,Public_Sector,510.40377347302,1.0,Yes
Oranges,4.0,325.644292419361,36662.6463267467,Military,108.54809747312001,No,337.75484951107,Yes,Male,After_16:00,0.567962877219543,0.598036966985092,9.35007653664798,9.311600858345631,2.14102315483615,,5283.0,19.1440558759496,,4225.60751107606,48622.2378913482,Maybe,114078.338368245,20.591976786668198,210.49852417139198,1.2764342827722401,,30.0,30-45,3.0,610.142146723465,9.0,Motorcycle_or_truck,Industry_or_other,389.48020917588997,1.0,Yes
Greys,4.0,462.700380598017,62573.9580279288,Foreign_Affairs,154.23346019933902,No,405.70935740568297,Yes,Female,By_16:00,0.779474226757884,0.5173304304480549,5.70261999266222,3.9713189052417897,4.3086430476978395,7.236914446111769,8622.0,89.65261972043659,496.91563900918,5050.92485207519,55826.708550475705,Maybe,164600.082686532,22.2916046755091,,74.83434567693621,23952.1937052605,40.0,45_and_up,2.0,687.281931584585,9.0,Foot_or_bicycle,Industry_or_other,398.97384147151,0.0,No
Yellows,4.0,1283.6921534508,233549.18646927102,Education,427.897384483599,Yes,545.806529645247,No,Male,By_16:00,0.180217579705641,0.237398320809007,5.75291386805475,4.38876795349643,8.37946670129895,6.694951867684719,3543.0,99.7006805613637,264.186277726448,5986.43785190537,39647.4400221155,Yes,297904.767803388,16.2538080992255,259.64276753155104,46.5812642127275,183534.069032388,100.0,45_and_up,3.0,493.083668136381,14.0,Car,Student_or_Unemployed,401.470730436106,0.0,Yes
Greys,1.0,308.075630847377,45444.31892828769,Foreign_Affairs,102.691876949126,No,442.53080456209005,Yes,Female,After_16:00,0.37443103687837703,0.933242900995538,4.63635510532185,8.064212007448079,7.3767864052206304,2.99348903121427,6394.0,43.741222680546294,535.399437439684,5496.1069205002605,60162.4892671222,Maybe,195833.51298637,23.138699994590997,99.85389813912609,12.069948110729499,10658.313468283499,40.0,Below_30,1.0,739.319326203924,7.0,Public_or_other,Public_Sector,426.413504103999,0.0,Yes
Reds,10.0,397.65120599494105,69429.3403737776,Other,132.550401998314,No,523.7957737364,No,Male,By_16:00,,0.48113804869353793,8.58128278516233,8.27531446935609,4.4171351171098605,7.51144239678979,9459.0,87.94927052222191,436.425719485583,6110.809176335171,55847.658298537404,Maybe,274362.012584114,20.8908046634299,,56.7261337302625,17712.1594719129,50.0,45_and_up,0.0,706.664302870925,7.0,Foot_or_bicycle,Student_or_Unemployed,523.003155920522,0.0,Yes
Browns,5.0,113.633915260723,13753.564201726298,Healthcare,37.8779717535744,No,363.101918212621,Yes,Male,By_16:00,0.108805684838444,0.706684140954167,4.533548776526,8.10140196233988,5.880781118758019,0.54977664956823,8842.0,21.0418711183593,411.683340530394,4454.385863187,49241.2458454038,No,131843.003009685,20.289981284623998,173.404266312113,93.4707270702347,1482.61871591815,80.0,45_and_up,,627.126198154219,7.0,Public_or_other,Industry_or_other,440.601999711203,2.0,No
Purples,10.0,124.377604313782,15402.587597919299,Environment,41.4592014379273,No,371.511921689568,Yes,Female,By_16:00,0.208450380479917,0.0400486465077847,6.906090041156861,7.942293547093871,1.7470537382178,2.14841607259586,9205.0,99.3197615724057,328.527383140277,4372.17398317623,44135.1006242006,No,138021.107957476,18.125324359588102,214.277067327915,11.2813085084781,1770.3245853085602,90.0,45_and_up,2.0,583.634691435551,13.0,Motorcycle_or_truck,Industry_or_other,501.61770888069,0.0,No
Greens,6.0,487.726448614779,46589.6243842808,Social,162.575482871593,No,286.572265149468,Yes,Male,After_16:00,0.7583073335699742,0.22849734080955397,7.586057938169691,7.53462645225227,0.0312049244530499,9.31081255432218,8664.0,55.688137817196505,484.19087823677,3834.10440796822,58086.5689595457,No,82123.6631528967,22.004337714113802,250.167203693652,3.3730485243722796,26603.3631138032,70.0,,1.0,779.202281994631,10.0,Motorcycle_or_truck,Services_or_Retail,629.546530133182,1.0,Yes
Browns,7.0,792.6569804455941,95190.83174620199,Environment,264.218993481865,No,360.27247886982695,Yes,Male,By_16:00,0.7576507502235471,0.9634657835122199,4.20017983531579,4.6335726534016395,6.7468095524236595,7.017336974386129,5184.0,42.1897422522306,399.74345983394994,4402.21170836617,47793.1466127829,No,129796.25903101,19.993585467193,189.14213344714298,46.2131740059704,70085.8955100515,90.0,Below_30,3.0,606.427615765361,8.0,Motorcycle_or_truck,Student_or_Unemployed,421.262508055646,4.0,No
Turquoises,9.0,1369.8816854102301,,Healthcare,456.627228470075,Yes,454.97868954812304,Yes,Female,After_16:00,0.511036422802135,0.0907048508524895,3.91088334145024,5.85697320988402,2.41403548279777,1.74218045314774,9195.0,69.6184764383361,426.383145567315,5402.55318661586,51642.9449233674,Yes,207005.607942928,20.6490470861809,113.68630656356702,21.787457121536104,208975.05300873198,80.0,45_and_up,6.0,642.235212045051,14.0,Motorcycle_or_truck,Hightech,425.98502415931097,0.0,No
Pinks,3.0,249.486164436165,59367.533193599,Education,83.1620548120549,No,713.877661245491,No,Male,After_16:00,0.170843499712646,0.21689784992486202,6.1681390157900795,6.17887723725289,0.8496944257058199,0.288554772268981,7177.0,51.3161513954401,649.0952540813599,8436.96712061763,75968.3785308949,No,509621.31522533204,25.4773478620001,261.30990580606004,32.814133586362,7009.08941537528,100.0,30-45,1.0,914.374320085008,9.0,Public_or_other,Industry_or_other,517.601650574469,0.0,Yes
Yellows,10.0,1041.3768224220098,81355.1189787946,Education,347.125607474002,Yes,234.36795565388402,Yes,Female,After_16:00,0.24775090767070698,0.498017348349094,6.5114255133085,1.1058106017298999,8.3405324164778,6.64864120772108,6918.0,14.4837453495711,295.522468019893,2934.7244925786304,41658.7117931731,Yes,54928.3386373811,17.1907669410033,352.841171572208,37.7419697120786,120853.312971669,100.0,Below_30,2.0,594.464823423849,14.0,Car,Hightech,610.1156132811151,2.0,Yes
Blues,7.0,1656.33470043858,402525.53958847397,Healthcare,552.111566812861,Yes,729.065579828562,No,Female,By_16:00,0.5559112934861329,0.680995277129114,6.30843661725521,6.4628798305057,7.9141391697339705,7.52719342708588,7271.0,70.5603783251718,490.088392405654,8270.83258309692,53558.621248337695,Yes,531536.619690757,22.1379401120713,474.032086825178,64.6604333072901,305389.293775365,80.0,Below_30,2.0,556.539045904463,14.0,Motorcycle_or_truck,Public_Sector,85.1058695130361,1.0,No
Oranges,6.0,559.927994135828,72788.94982884951,Other,186.642664711943,No,389.99094843180296,Yes,Male,By_16:00,0.403740082634613,0.42480443208478397,,4.85569448210299,1.51985347270966,1.05565193807706,4552.0,66.32561113219711,344.739711182725,4589.38890668348,44964.905787082804,Maybe,152092.939858737,18.5671675595047,193.014145446595,59.06870765611529,35032.1269554866,50.0,45_and_up,2.0,583.088373366853,9.0,Car,Hightech,,0.0,Yes
Browns,7.0,176.02906321609402,18463.9575127011,Education,58.676354405364705,No,314.674585696703,Yes,Female,By_16:00,0.0848899951670319,0.5478773692157121,6.00274799391627,5.12918679276481,4.39507423201576,7.8227069019340005,6820.0,41.522443224675996,376.510968326296,3899.7677936196205,44851.96274072769,No,99020.0948833918,19.4038905461326,240.99402963570702,48.939625709317596,3511.59092070933,100.0,45_and_up,6.0,574.275532623773,10.0,,Student_or_Unemployed,407.89640512087306,0.0,No
Reds,3.0,385.456236990593,50947.7858856659,Other,128.485412330198,No,396.525838705596,Yes,Female,After_16:00,0.7126574553549291,,0.901026569772512,9.01000599842519,5.74635417899117,0.21210867213085302,6989.0,0.7901886943727731,418.104029087139,,51429.9112205145,Maybe,157232.74076117598,20.447592256477,132.442450150046,40.720467944629505,16646.9865939911,50.0,Below_30,4.0,660.30815864786,11.0,Motorcycle_or_truck,Services_or_Retail,488.723897197751,0.0,Yes
Browns,5.0,121.41445872555,12079.6307103563,Environment,40.4714862418499,No,298.472624360044,Yes,Male,After_16:00,0.29509190400130997,0.24528919556178197,2.9562484822236,5.3713139006868,8.324307766742999,4.870570530183611,3393.0,16.112152347341198,344.007278499291,3672.7408005990205,41310.1763037475,No,89085.9074923717,18.547433205144397,282.140344034832,64.86447607167071,1688.4126848660999,90.0,Below_30,4.0,528.922495904572,9.0,Motorcycle_or_truck,Services_or_Retail,378.93736563841105,1.0,No
Greens,9.0,842.226414163682,87554.8589849273,Education,280.742138054561,No,311.869317487037,Yes,Female,After_16:00,0.502786556724459,0.517030958319083,2.145393085666,6.53606366366148,0.42340734042227296,6.35890894103795,6249.0,86.4819122012705,542.90156513155,4204.496305133471,63914.1236865344,No,97262.4711898301,23.300248177466898,250.67261527745498,81.43965541385109,79106.8902175006,100.0,45_and_up,2.0,849.803124687333,15.0,Car,Public_Sector,660.009568640469,1.0,No
Browns,8.0,214.385094053205,23651.610266004103,Healthcare,71.46169801773509,No,330.969049463873,Yes,Male,By_16:00,0.802867186954245,0.299935824237764,9.16821732185781,8.02018048474565,0.4835245315916839,7.817342290654781,8888.0,37.9388101631775,396.248789099859,4102.188072838449,46826.6349053752,No,109540.51170302,19.9059988219596,216.553139969414,12.690902920439802,5188.2359815957,80.0,45_and_up,4.0,596.248161581926,7.0,Foot_or_bicycle,Industry_or_other,413.054692891333,4.0,Yes
Purples,1.0,106.272231074163,14459.6200697063,Education,35.424077024721,No,408.18621920948,Yes,Female,By_16:00,0.0342462223488837,0.47728723799809797,4.86168741248548,8.77093052724376,2.47292074840516,8.75151206972077,7596.0,95.94839238561691,375.294414910677,4832.45102191615,47293.7639515537,No,166615.989552529,19.372516999881,162.985721423493,29.423719062469896,1300.28931007809,100.0,45_and_up,2.0,603.171530821827,14.0,Foot_or_bicycle,Services_or_Retail,449.17587096253897,1.0,No
Greys,5.0,676.011447868882,109988.754751978,Military,225.337149289627,No,488.107509563851,Yes,Female,By_16:00,0.585553673328832,0.6564664808101949,0.7042597187682991,5.798678398132321,3.44193801749498,4.8359230742789805,6298.0,66.0025941906497,386.19750476428396,5653.47010516708,49159.7100317882,Maybe,238248.940892625,19.651908425501198,132.43969866512398,24.005620460957303,51012.1679992654,30.0,30-45,0.0,613.0424615064151,6.0,Car,Hightech,433.307912524349,,No
